income_year,group,n_households_M,n_households,earned_income,govt_transfers,priv_transfers,income_after_transfers_taxes,iat_pct_earned,tax_rate_pct,social_insurance,means_tested,fed_pit,fed_payroll,fed_corp,fed_excise,fed_other,fed_total,sl_sales,sl_income,sl_property,sl_other,sl_total,total_taxes,irs_data_available,source
2014,Forbes 400,0.0004,400,317818168,12657,8,231737750,72.9,27.1,11507,1151,73512948,552554,0,643447,4426140,79135089,87259,6573695,278602,18438,6957994,86093083,True,Forbes400 actual
2015,Bottom,29.2,29200000,3641,40845,1662,42295,1161.6,-1061.6,23256,17589,-1700,1100,0,500,234,134,1878,0,1451,390,3719,3853,True,CBO
2015,Second,24.0,24000000,30890,26249,1150,48054,155.6,-55.6,16054,10195,-1400,4500,0,700,508,4308,2698,358,2312,559,5927,10235,True,CBO
2015,Middle,23.8,23800000,67100,17238,717,64170,95.6,4.4,12376,4862,2700,8000,0,900,801,12401,3540,1799,2412,733,8484,20885,True,CBO
2015,Fourth,23.8,23800000,114020,11095,361,87696,76.9,23.1,8938,2157,8800,13100,0,1000,1231,24131,4921,3634,4073,1020,13649,37780,True,CBO
2015,Top,24.4,24400000,281569,9171,263,176949,62.8,37.2,8098,1073,57800,24000,0,1600,2695,86095,8547,8834,8802,1775,27959,114054,True,CBO
2015,81-90 pctile,12.1,12100000,181400,8683,263,123616,68.1,31.9,7512,1171,18700,19100,0,1300,580,39680,9063,7165,9006,1816,27050,66730,True,CBO
2015,91-95 pctile,6.2,6200000,249500,8683,263,172804,69.3,30.7,7610,1073,31700,24100,0,1500,1292,58592,9063,7165,9006,1816,27050,85642,True,CBO
2015,96-99 pctile,4.9,4900000,419800,10049,238,291224,69.4,30.6,9171,878,73000,29500,0,1900,3297,107697,10414,8726,9939,2087,31166,138863,True,CBO
2015,Top 1 percent,1.2,1200000,2213200,13854,104,1509361,68.2,31.8,12683,1171,534200,50000,0,4200,29110,617510,26205,46009,22822,5251,100287,717797,True,CBO
2015,Top 0.1 percent,0.1261,126100,7318955,13854,57,4888576,66.8,33.2,12683,1171,2008265,83537,0,13889,96265,2201956,40552,152152,41502,8128,242334,2444290,True,IRS T41TS top0.1 cumul
2015,Top 0.01 percent,0.0126,12610,35070892,13854,26,24412474,69.6,30.4,12683,1171,9011048,240785,0,66554,461281,9779668,60565,729079,90847,12139,892630,10672298,True,IRS T41TS top0.01 cumul
2015,Top 0.001 percent,0.0013,1261,152016289,13854,13,109304821,71.9,28.1,12683,1171,36384561,607886,0,288482,1999442,39280371,79641,3160222,189139,15962,3444964,42725335,True,IRS T41TS top0.001 cumul
2015,Forbes 400,0.0004,400,331781617,13854,8,243190616,73.3,26.7,12683,1171,75750352,576458,0,629624,4363862,81320296,89830,6897310,279424,18003,7284567,88604863,False,Forbes400 T41TS est
2016,Bottom,29.8,29800000,3628,41794,1803,43177,1190.1,-1090.1,23865,17929,-1600,1100,0,500,236,236,1947,0,1470,395,3812,4048,True,CBO
2016,Second,24.0,24000000,32806,26959,1205,50423,153.7,-53.7,16599,10360,-1300,4500,0,700,509,4409,2853,370,2335,580,6138,10547,True,CBO
2016,Middle,23.8,23800000,69191,17224,744,65721,95.0,5.0,12303,4921,2900,8100,0,800,810,12610,3672,1855,2556,745,8828,21438,True,CBO
2016,Fourth,23.8,23800000,116955,11637,376,90829,77.7,22.3,9204,2433,9000,13200,0,1000,1249,24449,4999,3598,4078,1015,13690,38139,True,CBO
2016,Top,24.3,24300000,288727,9727,278,185204,64.1,35.9,8423,1304,56400,24100,0,1500,2793,84793,8649,9012,9315,1760,28735,113528,True,CBO
2016,81-90 pctile,12.1,12100000,182300,9226,278,124281,68.2,31.8,7822,1404,18800,19200,0,1200,724,39924,9135,7276,9410,1778,27599,67523,True,CBO
2016,91-95 pctile,6.2,6200000,252000,9226,278,174537,69.3,30.7,8123,1103,32200,24300,0,1400,1468,59368,9135,7276,9410,1778,27599,86967,True,CBO
2016,96-99 pctile,4.8,4800000,419700,10529,250,290096,69.1,30.9,9426,1103,73200,29800,0,1800,3501,108301,10591,8978,10453,2061,32083,140384,True,CBO
2016,Top 1 percent,1.2,1200000,2109500,14240,112,1438659,68.2,31.8,12635,1604,503800,49600,0,4300,27859,585559,26015,45122,23433,5063,99633,685192,True,CBO
2016,Top 0.1 percent,0.1265,126500,6859762,14240,62,4598079,67.0,33.0,12635,1604,1855525,78844,0,13983,90592,2038944,40223,146731,42258,7828,237040,2275984,True,IRS T41TS top0.1 cumul
2016,Top 0.01 percent,0.0126,12650,32713039,14240,28,22949435,70.2,29.8,12635,1604,8189652,225463,0,66682,432016,8913813,60305,699735,92282,11736,864058,9777871,True,IRS T41TS top0.01 cumul
2016,Top 0.001 percent,0.0013,1265,145446416,14240,13,106013136,72.9,27.1,12635,1604,33246984,582171,0,296478,1920800,36046433,79862,3111112,194584,15542,3401100,39447533,True,IRS T41TS top0.001 cumul
2016,Forbes 400,0.0004,400,316768154,14240,9,235160886,74.2,25.8,12635,1604,69071051,550956,0,645699,4183315,74451021,90102,6775697,287161,17535,7170495,81621516,False,Forbes400 T41TS est
2017,Bottom,29.7,29700000,3680,42327,1813,43770,1189.4,-1089.4,24221,18106,-1700,1100,0,500,249,149,1977,0,1520,404,3901,4050,True,CBO
2017,Second,24.2,24200000,34123,27486,1224,52005,152.4,-52.4,16970,10516,-1200,4600,0,600,506,4506,2977,383,2354,608,6322,10828,True,CBO
2017,Middle,24.0,24000000,71632,17897,751,68221,95.2,4.8,12686,5211,3100,8200,0,700,788,12788,3818,1978,2696,779,9271,22059,True,CBO
2017,Fourth,24.1,24100000,121180,12097,376,94669,78.1,21.9,9613,2484,9400,13500,0,900,1219,25019,5136,3562,4218,1050,13965,38984,True,CBO
2017,Top,24.7,24700000,307084,10020,276,198324,64.6,35.4,8805,1215,60800,24800,0,1300,2810,89710,8840,9140,9555,1811,29346,119056,True,CBO
2017,81-90 pctile,12.3,12300000,185400,9413,276,125584,67.7,32.3,8097,1316,19700,19600,0,1000,821,41121,9431,7366,9741,1846,28384,69505,True,CBO
2017,91-95 pctile,6.3,6300000,259400,9210,276,178653,68.9,31.1,8198,1012,33900,25200,0,1200,1549,61849,9431,7366,9741,1846,28384,90233,True,CBO
2017,96-99 pctile,4.9,4900000,435200,10931,249,299905,68.9,31.1,9919,1012,77600,30900,0,1600,3502,113602,10899,9046,10795,2133,32873,146475,True,CBO
2017,Top 1 percent,1.2,1200000,2270700,15384,109,1541038,67.9,32.1,13664,1721,558000,51800,0,4000,26930,640730,27242,47193,24657,5333,104425,745155,True,CBO
2017,Top 0.1 percent,0.1277,127700,8028689,15384,58,5422075,67.5,32.5,13664,1721,2161729,86279,0,14143,95219,2357370,43038,166861,46363,8424,264686,2622056,True,IRS T41TS top0.1 cumul
2017,Top 0.01 percent,0.0128,12770,39459386,15384,26,27708993,70.2,29.8,13664,1721,9980740,247888,0,69511,467983,10766122,64234,820091,102784,12572,999681,11765803,True,IRS T41TS top0.01 cumul
2017,Top 0.001 percent,0.0013,1277,178820656,15384,12,128667146,72.0,28.0,13664,1721,43091417,605154,0,315005,2120791,46132367,84696,3716459,218807,16577,4036539,50168906,True,IRS T41TS top0.001 cumul
2017,Forbes 400,0.0004,400,396087713,15384,8,290301389,73.3,26.7,13664,1721,91047869,686767,0,697737,4697551,97129924,95501,8231953,325646,18692,8671792,105801716,False,Forbes400 T41TS est
2018,Bottom,30.0,30000000,3365,44050,1970,45256,1344.9,-1244.9,24958,19092,-1900,1200,0,500,245,45,2065,0,1597,422,4084,4129,True,CBO
2018,Second,24.0,24000000,33375,28398,1280,52123,156.2,-56.2,17562,10836,-1800,4700,0,600,476,3976,3146,259,2905,645,6954,10930,True,CBO
2018,Middle,24.3,24300000,74689,18640,782,72574,97.2,2.8,13449,5191,2100,8400,0,800,734,12034,4058,2004,2612,829,9503,21537,True,CBO
2018,Fourth,24.6,24600000,125903,12346,396,100373,79.7,20.3,10161,2185,8100,13500,0,900,1113,23613,5403,4123,4027,1106,14659,38272,True,CBO
2018,Top,24.9,24900000,322338,10472,297,215011,66.7,33.3,9435,1037,57500,25000,0,1500,2607,86607,9341,10313,9919,1916,31489,118096,True,CBO
2018,81-90 pctile,12.5,12500000,189200,9746,297,128957,68.2,31.8,8606,1141,18100,19900,0,1100,725,39825,10019,8315,10163,1964,30461,70286,True,CBO
2018,91-95 pctile,6.2,6200000,266600,9850,297,186433,69.9,30.1,8917,933,31600,25500,0,1400,1353,59853,10019,8315,10163,1964,30461,90314,True,CBO
2018,96-99 pctile,5.0,5000000,444400,11613,268,314207,70.7,29.3,10679,933,71000,30800,0,1700,3259,106759,11578,10208,11260,2269,35315,142074,True,CBO
2018,Top 1 percent,1.2,1200000,2275600,16175,118,1560208,68.6,31.4,14723,1452,537900,50900,0,5000,25800,619600,28708,52269,25482,5626,112085,731685,True,CBO
2018,Top 0.1 percent,0.1287,128700,8291897,16175,62,5662294,68.3,31.7,14723,1452,2152406,87223,0,18219,94012,2351860,45884,190461,48642,8993,293980,2645840,True,IRS T41TS top0.1 cumul
2018,Top 0.01 percent,0.0129,12870,39508661,16175,28,27980917,70.8,29.2,14723,1452,9662902,251332,0,86809,447941,10448984,67967,907499,106176,13321,1094963,11543947,True,IRS T41TS top0.01 cumul
2018,Top 0.001 percent,0.0013,1287,167674290,16175,14,122220407,72.9,27.1,14723,1452,38430353,593939,0,368418,1901056,41293766,88761,3851414,218733,17397,4176305,45470071,True,IRS T41TS top0.001 cumul
2018,Forbes 400,0.0004,400,373990269,16175,9,277491872,74.2,25.8,14723,1452,81766147,649381,0,821740,4240224,87477492,100341,8590411,326671,19666,9037089,96514581,False,Forbes400 T41TS est
2019,Bottom,29.8,29800000,4069,45284,2417,47138,1158.5,-1058.5,26322,18962,-2000,1300,0,500,358,158,2288,0,1710,475,4474,4632,True,CBO
2019,Second,24.2,24200000,37610,29240,1475,56440,150.1,-50.1,18291,10949,-1500,5000,0,600,625,4725,3219,334,2938,670,7160,11885,True,CBO
2019,Middle,24.3,24300000,80152,19388,899,77493,96.7,3.3,13983,5405,2500,8700,0,800,889,12889,4249,2148,2777,882,10057,22946,True,CBO
2019,Fourth,24.4,24400000,135202,13254,466,108746,80.4,19.6,10692,2562,8500,14000,0,900,1270,24670,5658,4263,4410,1176,15506,40176,True,CBO
2019,Top,24.5,24500000,341721,11468,360,232132,67.9,32.1,10075,1393,58500,25900,0,1500,2612,88512,9731,10694,10452,2028,32905,121417,True,CBO
2019,81-90 pctile,12.2,12200000,195600,11146,360,134380,68.7,31.3,9646,1500,18800,20600,0,1200,661,41261,10276,8590,10553,2046,31465,72726,True,CBO
2019,91-95 pctile,6.2,6200000,274200,10396,360,191497,69.8,30.2,9003,1393,33000,26200,0,1400,1394,61994,10276,8590,10553,2046,31465,93459,True,CBO
2019,96-99 pctile,4.9,4900000,459300,12325,323,323528,70.4,29.6,11254,1072,74300,32200,0,1700,3384,111584,11986,10690,11772,2388,36836,148420,True,CBO
2019,Top 1 percent,1.2,1200000,2235600,16827,146,1533376,68.6,31.4,15648,1179,525000,51900,0,4500,25059,606459,28970,52028,25971,5769,112738,719197,True,CBO
2019,Top 0.1 percent,0.1281,128100,7693408,16827,79,5232357,68.0,32.0,15648,1179,2009633,84551,0,15486,86236,2195906,45722,179045,48179,9105,282051,2477957,True,IRS T41TS top0.1 cumul
2019,Top 0.01 percent,0.0128,12810,35241079,16827,37,24864011,70.6,29.4,15648,1179,8689174,234302,0,70936,395021,9389433,67744,820150,103114,13491,1004499,10393932,True,IRS T41TS top0.01 cumul
2019,Top 0.001 percent,0.0013,1281,144728070,16827,18,105406050,72.8,27.2,15648,1179,33188259,553647,0,291321,1622274,35655501,88572,3368192,208961,17639,3683364,39338865,True,IRS T41TS top0.001 cumul
2019,Forbes 400,0.0004,400,331534303,16827,12,245915647,74.2,25.8,15648,1179,72521286,577824,0,667340,3716207,77482657,100839,7715649,316268,20082,8152838,85635495,False,Forbes400 T41TS est
2020,Bottom,30.4,30400000,3211,53517,2229,58007,1806.5,-1706.5,28386,25131,-5200,1000,0,300,304,-3596,2372,0,1690,484,4546,950,True,CBO
2020,Second,24.7,24700000,33066,42360,1438,70087,212.0,-112.0,23885,18475,-5900,4500,0,500,593,-307,3280,233,2900,671,7084,6777,True,CBO
2020,Middle,24.5,24500000,77553,29757,853,90518,116.7,-16.7,18807,10950,-2100,8300,0,700,863,7763,4264,1918,2830,870,9882,17645,True,CBO
2020,Fourth,24.4,24400000,133081,21052,422,118589,89.1,10.9,14497,6555,4200,14000,0,800,1251,20251,5904,4093,4512,1206,15715,35966,True,CBO
2020,Top,24.2,24200000,352442,16131,314,243501,69.1,30.9,12217,3914,61600,27100,0,1300,2845,92845,9410,10181,11018,1932,32541,125386,True,CBO
2020,81-90 pctile,12.0,12000000,199900,16250,314,147633,73.9,26.1,11742,4507,15500,21200,0,1000,678,38378,9838,7879,10836,1900,30453,68831,True,CBO
2020,91-95 pctile,6.1,6100000,283100,15182,314,205627,72.6,27.4,11505,3677,32200,27600,0,1200,1516,62516,9838,7879,10836,1900,30453,92969,True,CBO
2020,96-99 pctile,4.8,4800000,477600,16368,285,343229,71.9,28.1,13047,3321,77100,33800,0,1500,3581,115981,11307,9595,11959,2182,35043,151024,True,CBO
2020,Top 1 percent,1.2,1200000,2544100,19689,123,1748207,68.7,31.3,16605,3084,614000,56300,0,4300,28295,702895,28578,51115,27602,5516,112811,815706,True,CBO
2020,Top 0.1 percent,0.1293,129300,9010165,19689,66,6142695,68.2,31.8,16605,3084,2392015,92996,0,15229,100209,2600449,45098,181027,51945,8706,286776,2887225,True,IRS T41TS top0.1 cumul
2020,Top 0.01 percent,0.0129,12930,44009715,19689,30,31032395,70.5,29.5,16605,3084,11077910,276164,0,74385,489467,11917926,67131,884220,114802,12960,1079113,12997039,True,IRS T41TS top0.01 cumul
2020,Top 0.001 percent,0.0013,1293,189320635,19689,14,137085194,72.4,27.6,16605,3084,44933968,749082,0,319987,2105586,48108623,87744,3803730,238110,16938,4146522,52255145,True,IRS T41TS top0.001 cumul
2020,Forbes 400,0.0004,400,460899255,19689,9,340115403,73.8,26.2,16605,3084,104348967,798158,0,779005,5126028,111052158,100356,9260146,371518,19373,9751393,120803551,False,Forbes400 T41TS est
2021,Bottom,30.8,30800000,3311,63511,2025,68622,2072.5,-1972.5,34186,29325,-6000,1000,0,300,288,-4412,2418,0,1706,513,4637,225,True,CBO
2021,Second,25.0,25000000,35605,45020,1315,75293,211.5,-111.5,25816,19204,-6500,4700,0,500,516,-784,3443,313,2941,733,7431,6647,True,CBO
2021,Middle,24.7,24700000,81506,30861,777,95100,116.7,-16.7,19978,10883,-2400,8500,0,600,719,7419,4389,2500,2805,930,10625,18044,True,CBO
2021,Fourth,24.9,24900000,140475,21091,381,124536,88.7,11.3,15439,5652,4700,14000,0,700,1023,20423,5914,5108,4709,1257,16988,37411,True,CBO
2021,Top,25.1,25100000,404215,16824,282,278563,68.9,31.1,13765,3059,75900,26600,0,1200,2406,106106,10119,12837,11538,2158,36652,142758,True,CBO
2021,81-90 pctile,12.5,12500000,202200,16059,282,143275,70.9,29.1,12618,3441,17900,21000,0,800,533,40233,10979,10048,11799,2207,35033,75266,True,CBO
2021,91-95 pctile,6.3,6300000,290800,15804,282,207110,71.2,28.8,13000,2804,35800,26800,0,1000,1143,64743,10979,10048,11799,2207,35033,99776,True,CBO
2021,96-99 pctile,5.0,5000000,519400,18099,260,370632,71.4,28.6,15549,2549,91000,32400,0,1400,2869,127669,12331,11839,12808,2479,39457,167126,True,CBO
2021,Top 1 percent,1.2,1200000,3327000,23452,103,2299751,69.1,30.9,20775,2677,811600,58500,0,4800,26838,901738,33984,75836,32415,6830,149065,1050803,True,CBO
2021,Top 0.1 percent,0.1313,131300,13710300,23452,51,9520212,69.4,30.6,20775,2677,3529221,109686,0,19780,110598,3769285,54945,312513,65803,11044,444305,4213590,True,IRS T41TS top0.1 cumul
2021,Top 0.01 percent,0.0131,13130,67910671,23452,23,48585203,71.5,28.5,20775,2677,16579465,333322,0,97978,547821,17558586,79889,1547958,146452,16058,1790357,19348943,True,IRS T41TS top0.01 cumul
2021,Top 0.001 percent,0.0013,1313,288263021,23452,11,211076942,73.2,26.8,20775,2677,66602214,870319,0,415889,2325357,70213779,102709,6570678,301731,20644,6995762,77209541,True,IRS T41TS top0.001 cumul
2021,Forbes 400,0.0004,400,684396288,23452,7,509689506,74.5,25.5,20775,2677,150838672,1178423,0,987407,5520880,158525382,116389,15600155,464922,23393,16204859,174730241,False,Forbes400 T41TS est
2022,Bottom,31.0,31000000,3955,56174,2145,56963,1440.3,-1340.3,32659,23515,-1700,1200,0,400,317,217,2667,0,1828,599,5094,5311,True,CBO
2022,Second,25.0,25000000,36797,38094,1399,62823,170.7,-70.7,23264,14830,-800,5000,0,500,528,5228,3925,346,3084,884,8239,13467,True,CBO
2022,Middle,24.9,24900000,84682,26219,821,86601,102.3,-2.3,18034,8185,3100,8800,0,600,752,13252,5064,2763,2907,1136,11869,25121,True,CBO
2022,Fourth,25.0,25000000,144097,17938,400,117579,81.6,18.4,13748,4190,10000,14400,0,700,1072,26172,6742,5617,4809,1516,18684,44856,True,CBO
2022,Top,24.9,24900000,378362,14461,295,252944,66.9,33.1,12360,2101,69800,26900,0,1200,2333,100233,11566,14077,11687,2611,39941,140174,True,CBO
2022,81-90 pctile,12.4,12400000,203500,13719,295,135366,66.5,33.5,11495,2225,21400,21500,0,900,590,44390,12278,11067,11781,2632,37758,82148,True,CBO
2022,91-95 pctile,6.3,6300000,290500,13843,295,199709,68.7,31.3,11865,1978,37600,27300,0,1000,1271,67171,12278,11067,11781,2632,37758,104929,True,CBO
2022,96-99 pctile,4.9,4900000,496700,15450,267,343999,69.3,30.7,13719,1730,87300,33200,0,1400,2885,124785,14116,13486,13006,3025,43633,168418,True,CBO
2022,Top 1 percent,1.2,1200000,2701500,22124,115,1844769,68.3,31.7,19405,2719,650000,54100,0,4400,23090,731590,35990,73347,30330,7713,147380,878970,True,CBO
2022,Top 0.1 percent,0.1317,131700,10909149,22124,57,7435389,68.2,31.8,19405,2719,2859032,97265,0,17768,93241,3067306,58876,296192,60950,12617,428635,3495941,True,IRS T41TS top0.1 cumul
2022,Top 0.01 percent,0.0132,13170,51966255,22124,26,36668127,70.6,29.4,19405,2719,12887711,255369,0,84639,444160,13671879,86014,1410924,133028,18433,1648399,15320278,True,IRS T41TS top0.01 cumul
2022,Top 0.001 percent,0.0013,1317,226059168,22124,13,163623611,72.4,27.6,19405,2719,53014304,591975,0,368188,1932147,55906614,111951,6137682,277454,23992,6551079,62457693,True,IRS T41TS top0.001 cumul
2022,Forbes 400,0.0004,400,537410263,22124,8,395639567,73.6,26.4,19405,2719,120221523,929273,0,875293,4593292,126619381,127272,14591108,427793,27274,15173447,141792828,False,Forbes400 T41TS est
